순위,기간시작,기간종료,썸네일_이미지의_URL,영화명(국문),영화코드,하이퍼텍스트_링크,줄거리
5,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1205/120513_P14_094859.jpg,소녀괴담,20147931,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120513,"귀신을 보는 특별한 능력을 가졌지만 어린 시절 죽은 친구를 본 기억으로 고향을 떠나 늘 외톨이로 지내온 소년 인수(강하늘). 외로움에 지쳐 다시 퇴마사 삼촌 선일(김정태)이 있는 시골집으로 돌아오지만, 인수를 괴롭히는 초등학교 동창 해철(박두식) 때문에 전학 온 학교 생활도 순탄치 않다.  그러던 어느 날, 기억을 잃고 학교를 맴도는 또래의 소녀귀신(김소은)을 만난 인수는 조금은 특별한 그녀와의 우정을 쌓으면서 점차 마음을 열게 되고, 저주라고 생각했던 자신의 능력에 대해서도 조금씩 받아들이게 된다.  한편, 학교에서는 정체불명의 핏빛 마스크 괴담이 떠도는 가운데 반 친구들이 하나둘씩 사라지는 의문의 실종사건이 발생한다. 사건을 쫓던 인수는 소녀귀신조차 두려워 하는 괴담 속 마스크 귀신과 그녀의 관계에 얽힌 끔찍한 비밀을 점차 알아가기 시작하는데..."
6,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
7,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
8,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1192/119294_P41_104309.jpg,더 시그널,20149288,https://movie.naver.com/movie/bi/mi/basic.nhn?code=119294,"닉(브렌튼 스웨이츠)과 조나(뷰 크냅), 헤일리(올리비아 쿡)는 함께 여행을 하던 중 
 우연히, MIT를 해킹한 천재 해커 ‘노매드’와의 교신에 성공하게 된다.
 ‘노매드’가 보내는 신호를 계속 따라가던 중 낯선 장소에 도착한 세 사람. 
 그를 만날 수 있다는 설레임도 잠시 헤일리의 비명 소리와 함께 
 세 사람은 예상치 못한 위험에 빠지게 되고, 상상할 수 없는 일들을 겪게 되는데…
 
 상상 그 이상의 세계가 펼쳐진다!"
9,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143353_P03_174234.jpg,나쁜 이웃들 ,20149271,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143353,
10,20140707,20140713,https://ssl.pstatic.net/imgmovie/mdi/mit110/1230/123050_P10_152036.jpg,창문 넘어 도망친 100세 노인,20148728,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123050,"알란’s 10대 폭탄 제조의 달인으로 남다른 능력을 보유.  알란’s 20대 폭탄 실험 중 실수로 이웃 식료품 가게 주인 사망. 위험인물로 분류, 정신병원에 수감되어 생체실험 감행, 남성적 기능(?) 상실.  알란’s 30대 스페인 내전 참전. 폭탄 실험 중 우연히 지나가던 파시스트 프랑코의 목숨을 구하며 그의 최측근으로 영웅 등극.  알란’s 40대  미국 원자폭탄 프로젝트인 맨해튼 프로젝트의 치명적 결함 우연히 해결. 제2차 세계대전을 종결시키며 해리 트루먼 대통령의 수석 과학, 정치 멘토로 활동.  알란’s 50대  미국 CIA요원으로 발탁되어 미국과 러시아의 이중 스파이로 활약. 어쩌다 보니 베를린 장벽 붕괴에 일조…?!  알란’s 100세 생일을 맞아 다시 모험을 떠난 100세 할배. 갱단의 검은 돈을 손에 넣게 되는데…  꽃할배보다 버라이어티하고 <포레스트검프>보다 능력자인 100세 할배의 모험은 이제 시작이다!"
1,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1006/100691_P20_111038.jpg,트랜스포머: 사라진 시대,20122021,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100691,"시카고에서 벌어진 오토봇과 디셉티콘의 전투로 인해 수많은 사상자가 발생하고 도시가 처참하게 파괴되자 정부는 일부 오토봇을 제외한 트랜스포머에 대해 체포령을 내린다.   시카고 사태, 5년 후 대부분의 디셉티콘이 처벌되고 오토봇 역시 모습을 감춘 상황,  엔지니어 ‘케이드 예거’(마크 월버그)는 우연히 폐기 직전 고물차로 변해있던 ‘옵티머스 프라임’을 깨우게 된다.  그리고 그의 생존이 알려지자 ‘옵티머스 프라임’을 노리고 있던 어둠의 세력 역시 모습을 드러내기 시작한다.   전세계를 새로운 위협에 몰아넣을 거대한 음모,  사상 최대 가장 강력한 적에 맞서 ‘옵티머스 프라임’과 오토봇 군단은 목숨을 건 대결에 나서는데...!   인류의 미래가 걸린 위기,  전 세계를 파괴로 뒤덮을 거대한 전투가 펼쳐진다!"
2,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1791/179159_P50_104524.jpg,신의 한 수,20139201,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179159,바둑으로 모든 것을 잃은 아이 ‘귀수’ 유일하게 기대던 스승 허일도마저 잃고 홀로 살아남아 세상을 향한 복수를 계획한다. 운명의 선택은 神의 놀음판에 있다! 자신을 사지로 내몬 냉혹한 내기바둑판으로 뛰어든 귀수(권상우)는 전국을 돌아다니며 귀신 같이 바둑을 두는 자들과 대결을 펼치는데…  사활을 건 대결! 신의 한 수를 다시 두시겠습니까?
3,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1205/120513_P14_094859.jpg,소녀괴담,20147931,https://movie.naver.com/movie/bi/mi/basic.nhn?code=120513,"귀신을 보는 특별한 능력을 가졌지만 어린 시절 죽은 친구를 본 기억으로 고향을 떠나 늘 외톨이로 지내온 소년 인수(강하늘). 외로움에 지쳐 다시 퇴마사 삼촌 선일(김정태)이 있는 시골집으로 돌아오지만, 인수를 괴롭히는 초등학교 동창 해철(박두식) 때문에 전학 온 학교 생활도 순탄치 않다.  그러던 어느 날, 기억을 잃고 학교를 맴도는 또래의 소녀귀신(김소은)을 만난 인수는 조금은 특별한 그녀와의 우정을 쌓으면서 점차 마음을 열게 되고, 저주라고 생각했던 자신의 능력에 대해서도 조금씩 받아들이게 된다.  한편, 학교에서는 정체불명의 핏빛 마스크 괴담이 떠도는 가운데 반 친구들이 하나둘씩 사라지는 의문의 실종사건이 발생한다. 사건을 쫓던 인수는 소녀귀신조차 두려워 하는 괴담 속 마스크 귀신과 그녀의 관계에 얽힌 끔찍한 비밀을 점차 알아가기 시작하는데..."
4,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
5,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
6,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1230/123050_P10_152036.jpg,창문 넘어 도망친 100세 노인,20148728,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123050,"알란’s 10대 폭탄 제조의 달인으로 남다른 능력을 보유.  알란’s 20대 폭탄 실험 중 실수로 이웃 식료품 가게 주인 사망. 위험인물로 분류, 정신병원에 수감되어 생체실험 감행, 남성적 기능(?) 상실.  알란’s 30대 스페인 내전 참전. 폭탄 실험 중 우연히 지나가던 파시스트 프랑코의 목숨을 구하며 그의 최측근으로 영웅 등극.  알란’s 40대  미국 원자폭탄 프로젝트인 맨해튼 프로젝트의 치명적 결함 우연히 해결. 제2차 세계대전을 종결시키며 해리 트루먼 대통령의 수석 과학, 정치 멘토로 활동.  알란’s 50대  미국 CIA요원으로 발탁되어 미국과 러시아의 이중 스파이로 활약. 어쩌다 보니 베를린 장벽 붕괴에 일조…?!  알란’s 100세 생일을 맞아 다시 모험을 떠난 100세 할배. 갱단의 검은 돈을 손에 넣게 되는데…  꽃할배보다 버라이어티하고 <포레스트검프>보다 능력자인 100세 할배의 모험은 이제 시작이다!"
7,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/0941/94133_P37_132050.jpg,그레이스 오브 모나코,20148877,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94133,"아름답고 우아한 이미지로 전 세계인의 사랑을 받던 '할리우드의 여신' 그레이스 켈리는 모나코의 레니에 3세와 세기의 결혼식을 올리면서 할리우드를 떠난다.
 
 하지만 답답한 왕실 생활에 서서히 지쳐가던 그녀는 히치콕 감독의 영화계 복귀 제안에 마음이 흔들리고, 모나코를 합병시키고 싶었던 프랑스는 할리우드 복귀를 고민하는 그녀를 이용해 모나코 왕실을 위기에 빠트리는데…
 	
 모나코의 운명을 바꾼 그녀 생애 가장 위대한 순간이 펼쳐진다!"
8,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143353_P03_174234.jpg,나쁜 이웃들 ,20149271,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143353,
9,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136872_P12_113639.jpg,미녀와 야수,20148795,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136872,"똑똑하고 아름다운 ‘벨(엠마 왓슨)’은 아버지와 살고 있는 작은 마을에서 벗어나 운명적인 사랑과 모험을 꿈꾼다. 어느 날 행방불명된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 ‘야수’(댄 스티븐스)를 만나  아버지 대신 성에 갇히고, 야수 뿐 아니라 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에  저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 된다.  성에서 도망치려던 벨은 위험한 상황에서 자신을 보호해 준 야수의 진심을 알게 되면서  차츰 마음을 열어가기 시작하는데…"
10,20140630,20140706,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,그녀,20148748,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.
 우리가 기억해야 할 그 시절 모든 소녀들의 이름,
 그녀들이 남긴 그날의 가장 생생한 기록!"
1,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1006/100691_P20_111038.jpg,트랜스포머: 사라진 시대,20122021,https://movie.naver.com/movie/bi/mi/basic.nhn?code=100691,"시카고에서 벌어진 오토봇과 디셉티콘의 전투로 인해 수많은 사상자가 발생하고 도시가 처참하게 파괴되자 정부는 일부 오토봇을 제외한 트랜스포머에 대해 체포령을 내린다.   시카고 사태, 5년 후 대부분의 디셉티콘이 처벌되고 오토봇 역시 모습을 감춘 상황,  엔지니어 ‘케이드 예거’(마크 월버그)는 우연히 폐기 직전 고물차로 변해있던 ‘옵티머스 프라임’을 깨우게 된다.  그리고 그의 생존이 알려지자 ‘옵티머스 프라임’을 노리고 있던 어둠의 세력 역시 모습을 드러내기 시작한다.   전세계를 새로운 위협에 몰아넣을 거대한 음모,  사상 최대 가장 강력한 적에 맞서 ‘옵티머스 프라임’과 오토봇 군단은 목숨을 건 대결에 나서는데...!   인류의 미래가 걸린 위기,  전 세계를 파괴로 뒤덮을 거대한 전투가 펼쳐진다!"
2,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
3,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
4,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136872_P12_113639.jpg,미녀와 야수,20148795,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136872,"똑똑하고 아름다운 ‘벨(엠마 왓슨)’은 아버지와 살고 있는 작은 마을에서 벗어나 운명적인 사랑과 모험을 꿈꾼다. 어느 날 행방불명된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 ‘야수’(댄 스티븐스)를 만나  아버지 대신 성에 갇히고, 야수 뿐 아니라 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에  저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 된다.  성에서 도망치려던 벨은 위험한 상황에서 자신을 보호해 준 야수의 진심을 알게 되면서  차츰 마음을 열어가기 시작하는데…"
5,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1230/123050_P10_152036.jpg,창문 넘어 도망친 100세 노인,20148728,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123050,"알란’s 10대 폭탄 제조의 달인으로 남다른 능력을 보유.  알란’s 20대 폭탄 실험 중 실수로 이웃 식료품 가게 주인 사망. 위험인물로 분류, 정신병원에 수감되어 생체실험 감행, 남성적 기능(?) 상실.  알란’s 30대 스페인 내전 참전. 폭탄 실험 중 우연히 지나가던 파시스트 프랑코의 목숨을 구하며 그의 최측근으로 영웅 등극.  알란’s 40대  미국 원자폭탄 프로젝트인 맨해튼 프로젝트의 치명적 결함 우연히 해결. 제2차 세계대전을 종결시키며 해리 트루먼 대통령의 수석 과학, 정치 멘토로 활동.  알란’s 50대  미국 CIA요원으로 발탁되어 미국과 러시아의 이중 스파이로 활약. 어쩌다 보니 베를린 장벽 붕괴에 일조…?!  알란’s 100세 생일을 맞아 다시 모험을 떠난 100세 할배. 갱단의 검은 돈을 손에 넣게 되는데…  꽃할배보다 버라이어티하고 <포레스트검프>보다 능력자인 100세 할배의 모험은 이제 시작이다!"
6,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/0941/94133_P37_132050.jpg,그레이스 오브 모나코,20148877,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94133,"아름답고 우아한 이미지로 전 세계인의 사랑을 받던 '할리우드의 여신' 그레이스 켈리는 모나코의 레니에 3세와 세기의 결혼식을 올리면서 할리우드를 떠난다.
 
 하지만 답답한 왕실 생활에 서서히 지쳐가던 그녀는 히치콕 감독의 영화계 복귀 제안에 마음이 흔들리고, 모나코를 합병시키고 싶었던 프랑스는 할리우드 복귀를 고민하는 그녀를 이용해 모나코 왕실을 위기에 빠트리는데…
 	
 모나코의 운명을 바꾼 그녀 생애 가장 위대한 순간이 펼쳐진다!"
7,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118909_P32_114714.jpg,황제를 위하여,20134591,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118909,"촉망 받는 야구선수였지만 승부 조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져나갈 곳 없는 인생의 바닥에서 이환은 부산 최대 규모의 조직, 황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.   돈 앞에선 냉정하지만 자신의 식구들은 의리와 신뢰로 이끄는 상하. 이환의 잠재력을 본능적으로 알아 본 상하는 다른 조직원들의 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은 타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고, 감춰두었던 야망을 키워가는데…!"
8,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,엑스맨: 데이즈 오브 퓨처 패스트,20147669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99714,"천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
9,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,그녀,20148748,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.
 우리가 기억해야 할 그 시절 모든 소녀들의 이름,
 그녀들이 남긴 그날의 가장 생생한 기록!"
10,20140623,20140629,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트,20148383,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
1,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
2,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1764/176453_P01_103145.jpg,끝까지 간다,20130442,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176453,"강력반 형사 가오젠샹은 어머니의 부고를 듣고 급히 장례식장으로 차를 몰고 가던 중 사람을 치어 죽인다. 절체절명의 위기에서 시신을 황급히 차 트렁크에 숨긴 후 사고 현장을 떠난다. 교통사고의 피해자는 마약 단속반이 쫓고 있던 지명 수배자. 그러던 어느 날, 가오젠샹에게 한 통의 전화가 걸려 온다. 교통사고를 내고 시신을 숨기는 걸 봤다는 전화. 그 목격자는 시신을 넘기라고 요구하는데..."
3,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1368/136872_P12_113639.jpg,미녀와 야수,20148795,https://movie.naver.com/movie/bi/mi/basic.nhn?code=136872,"똑똑하고 아름다운 ‘벨(엠마 왓슨)’은 아버지와 살고 있는 작은 마을에서 벗어나 운명적인 사랑과 모험을 꿈꾼다. 어느 날 행방불명된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 ‘야수’(댄 스티븐스)를 만나  아버지 대신 성에 갇히고, 야수 뿐 아니라 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에  저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 된다.  성에서 도망치려던 벨은 위험한 상황에서 자신을 보호해 준 야수의 진심을 알게 되면서  차츰 마음을 열어가기 시작하는데…"
4,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118909_P32_114714.jpg,황제를 위하여,20134591,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118909,"촉망 받는 야구선수였지만 승부 조작에 연루된 후 모든 것을 잃게 된 ‘이환’(이민기).  빠져나갈 곳 없는 인생의 바닥에서 이환은 부산 최대 규모의 조직, 황제 캐피탈의 대표 ‘상하’(박성웅)를 만나게 된다.   돈 앞에선 냉정하지만 자신의 식구들은 의리와 신뢰로 이끄는 상하. 이환의 잠재력을 본능적으로 알아 본 상하는 다른 조직원들의 반대에도 불구하고, 그를 자신의 세계로 끌어들인다.  이긴 놈만 살아남는 도박판 같은 세상.  상하의 절대적인 신임 속에서 이환은 타고난 승부근성과 거침없는 행보로 점점 자신의 영역을 넓히고, 감춰두었던 야망을 키워가는데…!"
5,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/0997/99714_P13_133610.jpg,엑스맨: 데이즈 오브 퓨처 패스트,20147669,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99714,"천재 과학자 ‘트라스크’가 발명한 로봇 ‘센티넬’로 인해 사상 최악의 위기에 직면한 미래.
 오랜 시간 적으로 맞섰던 ‘프로페서 X’와 ‘매그니토’는
 돌연변이는 물론 인류를 위협하는 ‘센티넬’과의 전쟁을 막기 위해 ‘울버린’을 과거로 보낸다. 
 과거로 돌아간 ‘울버린’은 뿔뿔이 흩어졌던 엑스맨들을 모두 불러모아
 인류의 미래를 구원할 거대한 전쟁을 시작하게 되는데…"
6,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/0941/94133_P37_132050.jpg,그레이스 오브 모나코,20148877,https://movie.naver.com/movie/bi/mi/basic.nhn?code=94133,"아름답고 우아한 이미지로 전 세계인의 사랑을 받던 '할리우드의 여신' 그레이스 켈리는 모나코의 레니에 3세와 세기의 결혼식을 올리면서 할리우드를 떠난다.
 
 하지만 답답한 왕실 생활에 서서히 지쳐가던 그녀는 히치콕 감독의 영화계 복귀 제안에 마음이 흔들리고, 모나코를 합병시키고 싶었던 프랑스는 할리우드 복귀를 고민하는 그녀를 이용해 모나코 왕실을 위기에 빠트리는데…
 	
 모나코의 운명을 바꾼 그녀 생애 가장 위대한 순간이 펼쳐진다!"
7,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1230/123050_P10_152036.jpg,창문 넘어 도망친 100세 노인,20148728,https://movie.naver.com/movie/bi/mi/basic.nhn?code=123050,"알란’s 10대 폭탄 제조의 달인으로 남다른 능력을 보유.  알란’s 20대 폭탄 실험 중 실수로 이웃 식료품 가게 주인 사망. 위험인물로 분류, 정신병원에 수감되어 생체실험 감행, 남성적 기능(?) 상실.  알란’s 30대 스페인 내전 참전. 폭탄 실험 중 우연히 지나가던 파시스트 프랑코의 목숨을 구하며 그의 최측근으로 영웅 등극.  알란’s 40대  미국 원자폭탄 프로젝트인 맨해튼 프로젝트의 치명적 결함 우연히 해결. 제2차 세계대전을 종결시키며 해리 트루먼 대통령의 수석 과학, 정치 멘토로 활동.  알란’s 50대  미국 CIA요원으로 발탁되어 미국과 러시아의 이중 스파이로 활약. 어쩌다 보니 베를린 장벽 붕괴에 일조…?!  알란’s 100세 생일을 맞아 다시 모험을 떠난 100세 할배. 갱단의 검은 돈을 손에 넣게 되는데…  꽃할배보다 버라이어티하고 <포레스트검프>보다 능력자인 100세 할배의 모험은 이제 시작이다!"
8,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1676/167635_P27_100146.jpg,말레피센트,20148383,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167635,"강력한 어둠의 지배자이자 무어스 숲의 수호자 ‘말레피센트’는 딸처럼 돌봐온 ‘오로라’와 ‘필립 왕자’의 결혼 약속으로 인간 세계의 ‘잉그리스 왕비’와 대립하게 된다.
 이에 요정과 인간의 오랜 연합이 깨지고 숨겨진 요정 종족 다크페이의 리더 ‘코널’까지 등장하면서 두 세계는 피할 수 없는 거대한 전쟁에 휘말리게 되는데….."
9,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/0984/98446_P29_112924.jpg,님포매니악 볼륨1,20148994,https://movie.naver.com/movie/bi/mi/basic.nhn?code=98446,"섹스, 많이 하고 많이 좋아하는 게 나쁜 거야?
 두 살 때 이미 자기 성기의 센세이션한 느낌을 발견한 여인 ‘조’의 파란만장 섹스경험담"
10,20140616,20140622,https://ssl.pstatic.net/imgmovie/mdi/mit110/1824/182407_P00_105405.jpg,그녀,20148748,https://movie.naver.com/movie/bi/mi/basic.nhn?code=182407,"100년 전, 소녀들이 대한독립을 위해 세상에 맞서기 시작했다.
 우리가 기억해야 할 그 시절 모든 소녀들의 이름,
 그녀들이 남긴 그날의 가장 생생한 기록!"
1,20140609,20140615,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90589_P52_110051.jpg,엣지 오브 투모로우,20148807,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90589,"가까운 미래, 미믹이라 불리는 외계 종족의 침략으로 인류는 멸망 위기를 맞는다. 빌 케이지(톰 크루즈)는 자살 작전이나 다름없는 작전에 훈련이나 장비를 제대로 갖추지 못한 상태로 배정되고 전투에 참여하자마자 죽음을 맞는다.  하지만 불가능한 일이 일어난다.  그가 다시 그 끔찍한 날이 시작된 시간에 다시 깨어나 다시 전투에 참여하게 되고 다시 죽었다가 또 다시 살아나는 것.  외계인과의 접촉으로 같은 시간대를 반복해서 겪게 되는 타임 루프에 갇히게 된 것이다."
