순위,기간,영화코드,영화명(국문),기간순위,기간시작,기간종료,개봉일,감독명(국문),감독명(영문)
2,20181008~20181014,20177221,베놈,20181008~201810142,20181008,20181014,2018-10-03,루벤 플레셔,Ruben Fleischer
3,20181008~20181014,20176122,안시성,20181008~201810143,20181008,20181014,2018-09-19,김광식,KIM Kwang-sik
4,20181008~20181014,20189067,미쓰백,20181008~201810144,20181008,20181014,2018-10-11,이지원,LEE Ji-won
1,20181001~20181007,20177221,베놈,20181001~201810071,20181001,20181007,2018-10-03,루벤 플레셔,Ruben Fleischer
2,20181001~20181007,20179189,암수살인,20181001~201810072,20181001,20181007,2018-10-03,김태균,KIM Tae-gyun
3,20181001~20181007,20176122,안시성,20181001~201810073,20181001,20181007,2018-09-19,김광식,KIM Kwang-sik
4,20181001~20181007,20189123,곰돌이 푸 다시 만나 행복해,20181001~201810074,20181001,20181007,2018-10-03,마크 포스터,Marc Forster
1,20180924~20180930,20176122,안시성,20180924~201809301,20180924,20180930,2018-09-19,김광식,KIM Kwang-sik
2,20180924~20180930,20172204,명당,20180924~201809302,20180924,20180930,2018-09-19,박희곤,PARK Hee-gon
3,20180924~20180930,20177308,협상,20180924~201809303,20180924,20180930,2018-09-19,이종석,LEE Jong-seok
4,20180924~20180930,20189262,더 넌,20180924~201809304,20180924,20180930,2018-09-19,코린 하디,Corin Hardy
1,20180917~20180923,20176122,안시성,20180917~201809231,20180917,20180923,2018-09-19,김광식,KIM Kwang-sik
2,20180917~20180923,20172204,명당,20180917~201809232,20180917,20180923,2018-09-19,박희곤,PARK Hee-gon
3,20180917~20180923,20177308,협상,20180917~201809233,20180917,20180923,2018-09-19,이종석,LEE Jong-seok
4,20180917~20180923,20189262,더 넌,20180917~201809234,20180917,20180923,2018-09-19,코린 하디,Corin Hardy
1,20180910~20180916,20185046,서치,20180910~201809161,20180910,20180916,2018-08-29,아니쉬 차간티,Aneesh Chaganty
2,20180910~20180916,20156554,물괴,20180910~201809162,20180910,20180916,2018-09-12,허종호,HUH Jong-ho
3,20180910~20180916,20153446,너의 결혼식,20180910~201809163,20180910,20180916,2018-08-22,이석근,LEE Seok-keun
4,20180910~20180916,20188581,더 프레데터,20180910~201809164,20180910,20180916,2018-09-12,쉐인 블랙,Shane Black
1,20180903~20180909,20185046,서치,20180903~201809091,20180903,20180909,2018-08-29,아니쉬 차간티,Aneesh Chaganty
2,20180903~20180909,20153446,너의 결혼식,20180903~201809092,20180903,20180909,2018-08-22,이석근,LEE Seok-keun
3,20180903~20180909,20177537,상류사회,20180903~201809093,20180903,20180909,2018-08-29,변혁,BYUN Daniel H.
4,20180903~20180909,20189362,업그레이드,20180903~201809094,20180903,20180909,2018-09-06,리 워넬,Leigh Whannell
1,20180827~20180902,20153446,너의 결혼식,20180827~201809021,20180827,20180902,2018-08-22,이석근,LEE Seok-keun
2,20180827~20180902,20185046,서치,20180827~201809022,20180827,20180902,2018-08-29,아니쉬 차간티,Aneesh Chaganty
3,20180827~20180902,20177537,상류사회,20180827~201809023,20180827,20180902,2018-08-29,변혁,BYUN Daniel H.
4,20180827~20180902,20170670,목격자,20180827~201809024,20180827,20180902,2018-08-15,조규장,CHO Kyu-jang
1,20180820~20180826,20153446,너의 결혼식,20180820~201808261,20180820,20180826,2018-08-22,이석근,LEE Seok-keun
2,20180820~20180826,20170670,목격자,20180820~201808262,20180820,20180826,2018-08-15,조규장,CHO Kyu-jang
3,20180820~20180826,20179101,공작,20180820~201808263,20180820,20180826,2018-08-08,윤종빈,YOON Jong-bin
4,20180820~20180826,20186202,신과함께-인과 연,20180820~201808264,20180820,20180826,2018-08-01,김용화,KIM Yong-hwa
1,20180813~20180819,20179101,공작,20180813~201808191,20180813,20180819,2018-08-08,윤종빈,YOON Jong-bin
2,20180813~20180819,20186202,신과함께-인과 연,20180813~201808192,20180813,20180819,2018-08-01,김용화,KIM Yong-hwa
3,20180813~20180819,20170670,목격자,20180813~201808193,20180813,20180819,2018-08-15,조규장,CHO Kyu-jang
4,20180813~20180819,20181942,맘마미아!2,20180813~201808194,20180813,20180819,2018-08-08,올 파커,Ol Parker
1,20180806~20180812,20186202,신과함께-인과 연,20180806~201808121,20180806,20180812,2018-08-01,김용화,KIM Yong-hwa
2,20180806~20180812,20179101,공작,20180806~201808122,20180806,20180812,2018-08-08,윤종빈,YOON Jong-bin
3,20180806~20180812,20181942,맘마미아!2,20180806~201808123,20180806,20180812,2018-08-08,올 파커,Ol Parker
4,20180806~20180812,20181181,미션 임파서블: 폴아웃,20180806~201808124,20180806,20180812,2018-07-25,크리스토퍼 맥쿼리,Christopher McQuarrie
1,20180730~20180805,20186202,신과함께-인과 연,20180730~201808051,20180730,20180805,2018-08-01,김용화,KIM Yong-hwa
2,20180730~20180805,20181181,미션 임파서블: 폴아웃,20180730~201808052,20180730,20180805,2018-07-25,크리스토퍼 맥쿼리,Christopher McQuarrie
3,20180730~20180805,20183361,인크레더블 2,20180730~201808053,20180730,20180805,2018-07-18,브래드 버드,Brad Bird
4,20180730~20180805,20186501,극장판 헬로카봇 : 백악기 시대,20180730~201808054,20180730,20180805,2018-08-01,최신규,CHOI Shin-gyu
1,20180723~20180729,20181181,미션 임파서블: 폴아웃,20180723~201807291,20180723,20180729,2018-07-25,크리스토퍼 맥쿼리,Christopher McQuarrie
2,20180723~20180729,20183361,인크레더블 2,20180723~201807292,20180723,20180729,2018-07-18,브래드 버드,Brad Bird
3,20180723~20180729,20170942,인랑,20180723~201807293,20180723,20180729,2018-07-25,김지운,KIM Jee-woon
4,20180723~20180729,20185242,신비아파트: 금빛 도깨비와 비밀의 동굴,20180723~201807294,20180723,20180729,2018-07-25,김병갑,KIM Byung-gap
1,20180716~20180722,20183361,인크레더블 2,20180716~201807221,20180716,20180722,2018-07-18,브래드 버드,Brad Bird
2,20180716~20180722,20180522,앤트맨과 와스프,20180716~201807222,20180716,20180722,2018-07-04,페이튼 리드,Peyton Reed
3,20180716~20180722,20185341,마녀,20180716~201807223,20180716,20180722,2018-06-27,박훈정,PARK Hoon-jung
4,20180716~20180722,20181443,스카이스크래퍼,20180716~201807224,20180716,20180722,2018-07-11,로슨 마샬 터버,Rawson Marshall Thurber
1,20180709~20180715,20180522,앤트맨과 와스프,20180709~201807151,20180709,20180715,2018-07-04,페이튼 리드,Peyton Reed
2,20180709~20180715,20185341,마녀,20180709~201807152,20180709,20180715,2018-06-27,박훈정,PARK Hoon-jung
3,20180709~20180715,20181443,스카이스크래퍼,20180709~201807153,20180709,20180715,2018-07-11,로슨 마샬 터버,Rawson Marshall Thurber
4,20180709~20180715,20180282,속닥속닥,20180709~201807154,20180709,20180715,2018-07-13,최상훈,CHOI Sang-hun
1,20180702~20180708,20180522,앤트맨과 와스프,20180702~201807081,20180702,20180708,2018-07-04,페이튼 리드,Peyton Reed
2,20180702~20180708,20185341,마녀,20180702~201807082,20180702,20180708,2018-06-27,박훈정,PARK Hoon-jung
3,20180702~20180708,20174369,변산,20180702~201807083,20180702,20180708,2018-07-04,이준익,LEE Joon-ik
4,20180702~20180708,20178161,탐정: 리턴즈,20180702~201807084,20180702,20180708,2018-06-13,이언희,E.oni
1,20180625~20180701,20185341,마녀,20180625~201807011,20180625,20180701,2018-06-27,박훈정,PARK Hoon-jung
2,20180625~20180701,20178161,탐정: 리턴즈,20180625~201807012,20180625,20180701,2018-06-13,이언희,E.oni
3,20180625~20180701,20179086,쥬라기 월드: 폴른 킹덤,20180625~201807013,20180625,20180701,2018-06-06,후안 안토니오 바요나,Juan Antonio Bayona
4,20180625~20180701,20184903,오션스8,20180625~201807014,20180625,20180701,2018-06-13,게리 로스,Gary Ross
1,20180618~20180624,20178161,탐정: 리턴즈,20180618~201806241,20180618,20180624,2018-06-13,이언희,E.oni
2,20180618~20180624,20179086,쥬라기 월드: 폴른 킹덤,20180618~201806242,20180618,20180624,2018-06-06,후안 안토니오 바요나,Juan Antonio Bayona
3,20180618~20180624,20184903,오션스8,20180618~201806243,20180618,20180624,2018-06-13,게리 로스,Gary Ross
4,20180618~20180624,20179383,독전,20180618~201806244,20180618,20180624,2018-05-22,이해영,LEE Hae-young
1,20180611~20180617,20179086,쥬라기 월드: 폴른 킹덤,20180611~201806171,20180611,20180617,2018-06-06,후안 안토니오 바요나,Juan Antonio Bayona
2,20180611~20180617,20178161,탐정: 리턴즈,20180611~201806172,20180611,20180617,2018-06-13,이언희,E.oni
3,20180611~20180617,20184903,오션스8,20180611~201806173,20180611,20180617,2018-06-13,게리 로스,Gary Ross
4,20180611~20180617,20179383,독전,20180611~201806174,20180611,20180617,2018-05-22,이해영,LEE Hae-young
1,20180604~20180610,20179086,쥬라기 월드: 폴른 킹덤,20180604~201806101,20180604,20180610,2018-06-06,후안 안토니오 바요나,Juan Antonio Bayona
2,20180604~20180610,20179383,독전,20180604~201806102,20180604,20180610,2018-05-22,이해영,LEE Hae-young
3,20180604~20180610,20176848,데드풀 2,20180604~201806103,20180604,20180610,2018-05-16,데이빗 레이치,David Leitch
4,20180604~20180610,20135305,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20180604~201806104,20180604,20180610,2018-06-06,유야마 쿠니히코,Kunihiko Yuyama
1,20180528~20180603,20179383,독전,20180528~201806031,20180528,20180603,2018-05-22,이해영,LEE Hae-young
2,20180528~20180603,20176848,데드풀 2,20180528~201806032,20180528,20180603,2018-05-16,데이빗 레이치,David Leitch
3,20180528~20180603,20177478,어벤져스: 인피니티 워,20180528~201806033,20180528,20180603,2018-04-25,안소니 루소,Anthony Russo
4,20180528~20180603,20183801,트루스 오어 데어,20180528~201806034,20180528,20180603,2018-05-22,제프 와드로,Jeff Wadlow
1,20180521~20180527,20179383,독전,20180521~201805271,20180521,20180527,2018-05-22,이해영,LEE Hae-young
2,20180521~20180527,20176848,데드풀 2,20180521~201805272,20180521,20180527,2018-05-16,데이빗 레이치,David Leitch
3,20180521~20180527,20177478,어벤져스: 인피니티 워,20180521~201805273,20180521,20180527,2018-04-25,안소니 루소,Anthony Russo
4,20180521~20180527,20183084,피터 래빗,20180521~201805274,20180521,20180527,2018-05-16,윌 글럭,Will Gluck
1,20180514~20180520,20176848,데드풀 2,20180514~201805201,20180514,20180520,2018-05-16,데이빗 레이치,David Leitch
2,20180514~20180520,20177478,어벤져스: 인피니티 워,20180514~201805202,20180514,20180520,2018-04-25,안소니 루소,Anthony Russo
3,20180514~20180520,20173202,버닝,20180514~201805203,20180514,20180520,2018-05-17,이창동,LEE Chang-dong
4,20180514~20180520,20177005,레슬러,20180514~201805204,20180514,20180520,2018-05-09,김대웅,KIM Dae-woong
1,20180507~20180513,20177478,어벤져스: 인피니티 워,20180507~201805131,20180507,20180513,2018-04-25,안소니 루소,Anthony Russo
2,20180507~20180513,20177005,레슬러,20180507~201805132,20180507,20180513,2018-05-09,김대웅,KIM Dae-woong
3,20180507~20180513,20189783,챔피언,20180507~201805133,20180507,20180513,2018-05-01,김용완,KIM Yong-wan
4,20180507~20180513,20182989,커다랗고 커다랗고 커다란 배,20180507~201805134,20180507,20180513,2018-05-03,필립 립스키,Philip Lipski
1,20180430~20180506,20177478,어벤져스: 인피니티 워,20180430~201805061,20180430,20180506,2018-04-25,안소니 루소,Anthony Russo
2,20180430~20180506,20189783,챔피언,20180430~201805062,20180430,20180506,2018-05-01,김용완,KIM Yong-wan
3,20180430~20180506,20182984,얼리맨,20180430~201805063,20180430,20180506,2018-05-03,닉 파크,Nick Park
4,20180430~20180506,20182352,"그날, 바다",20180430~201805064,20180430,20180506,2018-04-12,김지영,KIM Ji-young
1,20180423~20180429,20177478,어벤져스: 인피니티 워,20180423~201804291,20180423,20180429,2018-04-25,안소니 루소,Anthony Russo
2,20180423~20180429,20176917,램페이지,20180423~201804292,20180423,20180429,2018-04-12,브래드 페이튼,Brad Peyton
3,20180423~20180429,20182352,"그날, 바다",20180423~201804293,20180423,20180429,2018-04-12,김지영,KIM Ji-young
4,20180423~20180429,20181788,콰이어트 플레이스,20180423~201804294,20180423,20180429,2018-04-12,존 크랜신스키,John Krasinski
1,20180416~20180422,20176917,램페이지,20180416~201804221,20180416,20180422,2018-04-12,브래드 페이튼,Brad Peyton
2,20180416~20180422,20182352,"그날, 바다",20180416~201804222,20180416,20180422,2018-04-12,김지영,KIM Ji-young
3,20180416~20180422,20181788,콰이어트 플레이스,20180416~201804223,20180416,20180422,2018-04-12,존 크랜신스키,John Krasinski
4,20180416~20180422,20171122,레디 플레이어 원,20180416~201804224,20180416,20180422,2018-03-28,스티븐 스필버그,Steven Spielberg
1,20180409~20180415,20176917,램페이지,20180409~201804151,20180409,20180415,2018-04-12,브래드 페이튼,Brad Peyton
2,20180409~20180415,20153447,바람 바람 바람,20180409~201804152,20180409,20180415,2018-04-05,이병헌,LEE Byoung-heon
3,20180409~20180415,20171122,레디 플레이어 원,20180409~201804153,20180409,20180415,2018-03-28,스티븐 스필버그,Steven Spielberg
4,20180409~20180415,20180804,곤지암,20180409~201804154,20180409,20180415,2018-03-28,정범식,JUNG Bum-shik
1,20180402~20180408,20180804,곤지암,20180402~201804081,20180402,20180408,2018-03-28,정범식,JUNG Bum-shik
2,20180402~20180408,20171122,레디 플레이어 원,20180402~201804082,20180402,20180408,2018-03-28,스티븐 스필버그,Steven Spielberg
3,20180402~20180408,20153447,바람 바람 바람,20180402~201804083,20180402,20180408,2018-04-05,이병헌,LEE Byoung-heon
4,20180402~20180408,20170669,지금 만나러 갑니다,20180402~201804084,20180402,20180408,2018-03-14,이장훈,LEE Jang-hoon
1,20180326~20180401,20180804,곤지암,20180326~201804011,20180326,20180401,2018-03-28,정범식,JUNG Bum-shik
2,20180326~20180401,20171122,레디 플레이어 원,20180326~201804012,20180326,20180401,2018-03-28,스티븐 스필버그,Steven Spielberg
3,20180326~20180401,20170669,지금 만나러 갑니다,20180326~201804013,20180326,20180401,2018-03-14,이장훈,LEE Jang-hoon
4,20180326~20180401,20154908,7년의 밤,20180326~201804014,20180326,20180401,2018-03-28,추창민,CHOO Chang-min
1,20180319~20180325,20170669,지금 만나러 갑니다,20180319~201803251,20180319,20180325,2018-03-14,이장훈,LEE Jang-hoon
2,20180319~20180325,20174603,퍼시픽 림: 업라이징,20180319~201803252,20180319,20180325,2018-03-21,스티븐 S. 드나이트,Steven S. DeKnight
3,20180319~20180325,20178781,사라진 밤,20180319~201803253,20180319,20180325,2018-03-07,이창희,LEE Chang-hee
4,20180319~20180325,20170841,리틀 포레스트,20180319~201803254,20180319,20180325,2018-02-28,임순례,YIM Soon-rye
1,20180312~20180318,20170669,지금 만나러 갑니다,20180312~201803181,20180312,20180318,2018-03-14,이장훈,LEE Jang-hoon
2,20180312~20180318,20178781,사라진 밤,20180312~201803182,20180312,20180318,2018-03-07,이창희,LEE Chang-hee
3,20180312~20180318,20170841,리틀 포레스트,20180312~201803183,20180312,20180318,2018-02-28,임순례,YIM Soon-rye
4,20180312~20180318,20172244,치즈인더트랩,20180312~201803184,20180312,20180318,2018-03-14,김제영,KIM Je-yeong
1,20180305~20180311,20178781,사라진 밤,20180305~201803111,20180305,20180311,2018-03-07,이창희,LEE Chang-hee
2,20180305~20180311,20170841,리틀 포레스트,20180305~201803112,20180305,20180311,2018-02-28,임순례,YIM Soon-rye
3,20180305~20180311,20180564,툼레이더,20180305~201803113,20180305,20180311,2018-03-08,로아 우타우,Roar Uthaug
4,20180305~20180311,20150969,궁합,20180305~201803114,20180305,20180311,2018-02-28,홍창표,HONG Chang-pyo
1,20180226~20180304,20150969,궁합,20180226~201803041,20180226,20180304,2018-02-28,홍창표,HONG Chang-pyo
2,20180226~20180304,20170561,블랙 팬서,20180226~201803042,20180226,20180304,2018-02-14,라이언 쿠글러,Ryan Coogler
3,20180226~20180304,20170841,리틀 포레스트,20180226~201803043,20180226,20180304,2018-02-28,임순례,YIM Soon-rye
4,20180226~20180304,20177946,월요일이 사라졌다,20180226~201803044,20180226,20180304,2018-02-22,토미 위르콜라,Tommy Wirkola
1,20180219~20180225,20170561,블랙 팬서,20180219~201802251,20180219,20180225,2018-02-14,라이언 쿠글러,Ryan Coogler
2,20180219~20180225,20168250,골든슬럼버,20180219~201802252,20180219,20180225,2018-02-14,노동석,NOH Dong-seok
3,20180219~20180225,20179205,조선명탐정: 흡혈괴마의 비밀,20180219~201802253,20180219,20180225,2018-02-08,김석윤,KIM Sok-yun
